,desc,location,size,value
2,"This beautiful 2 storey house consists of 7 spacious bedrooms, all ensuite on 1 acre of land is situated in Runda,
The property consists of 1/2 an acre of garden area,
Spacious living room with fireplace,
Spacious kitchen,
Dining area,
2 ensuite DSQ,
Electric fence,
Solar water heating,
Ample parking,
Generator backup,
CCTV,
With beautiful Landscaping.","Runda, Kiambu",7,120000000
56,"Four (4) bedroom newly refurbished ‘standalone’ family home with a guest wing on 1.4 acres. 3 storey house situated in a quiet cul-de-sac, comprising the following:
Main house
•	Ground floor: TV room with a bathroom leading to the garden
•	1st floor: Entrance hall; living room with a fire place leading to a balcony, separate dining room.
•	Large kitchen with sufficient working area & lockable pantry
•	1 bed ensuite
•	2nd floor: Master bedroom ensuite with dressing room & balcony
•	2 beds all ensuite & one with a balcony.
Guest wing:-
•	Ground floor: Living-cum-dining room leading to verandah & garden
•	Kitchen fitted with storage cabinets
•	1 bedroom sharing bathroom
•	Guest cloakroom
•	1st floor: 2 beds fitted with inbuilt wardrobes, sharing bathroom
•	24hr security, perimeter wall with electric fence.
•	Staff quarters for 2 with a kitchenette
•	Laundry area
The property is in close proximity to Peponi & ISK schools, UN offices & easily accessible from Westlands & CBD.
Selling price: KSh.150M.","New Kitusuru, Westlands",7,150000000
216,"Stunning double storey home with a pool on a flat 2.5 acre, mature garden.
Features:
•	Spacious lounge, dining & family room.
•	7 bedrooms, all ensuite.
•	Staff quarters for 4.
•	Club house.
•	Garage for 2 cars.
•	The property is suitable for a large family or an embassy
Price: KShs.450M","Kitisuru, Westlands",7,450000000
352,"House For sale
2,990 Sqft - Kihunguro, Ruiru, Kiambu, Kenya
3 units of bungalows sitting on an eighth acre for sale in Ruiru.
3 bedroom bungalow plus 2 units of 2 bedroom bungalows sitting on an eighth of an acre for sale in Kihunguro, Ruiru.
The property is suitable as an own dwelling place or as an investment with the 2 units of 2 bedroom & 3 bedroom bungalow occupied. 2 units of 2 bedroom each offers a rental income of Kshs. 15,000 & the 3 bedroom a total rental income of Kshs. 25,000.
Total income for the whole property is Kshs. 55,000 & all the units are fully occupied
Bedrooms : 7
Bathrooms : 3
Built Up Area : 2,990 Sqft
KSh show me",Ruiru,7,12500000
376,"- beautiful 7Bedrooms mansion
- Sitting on a 1/4 plot
- good security
- all rooms ensuite
- near PM Railas Residence
- Asking 65M negotiable","Kerarapon, Karen, Langata",7,65000000
411,"Just walking distance from both Naivas and Nakumatt, this Villa has been designed for the family with taste.
Ground Floor:-
The Front door welcomes you to this most amazing and grand staircase which is the focal point of the Entry.
The double height lounge with a central fireplace stands out in the middle of the living room and overlooks the garden.
Large, spacious and well lit windows bring in beautiful lighting into the spaces with a special ""Entertainment corner "" to chill on the other side of the lounge.
Every corner of the Kitchen has been well thought of and designed including the outside kitchen and laundry area and finished with Granite tops and h/w cabinets.
There is a separate guestroom all en suite on this floor too.
First Floor:-
The grand staircase leads to the family section of the hallway and into the master wing which has an en suite guestroom at the entry of the wing. There is a spacious walk in wardrobe sections for both his and hers on the other end of the master bedroom which is every woman's dream as there are specific areas for shoes, handbags, belts etc.
On the other end of the hallway are 2 more guest bedrooms both en suite.
Guest wing / Cottage:-
This is a complete 2 bedroom fully equipped and self contained guest wing complete with lounge, dining , kitchen and cloak room too.","Ridgeways, Kiambu",7,150000000
416,"This spectacular Standalone 7 Bedroom House is located in the heart of Lavington and stands on 1 Acre piece of land.
It features :-
-7 Bedroom all ensuite
-4 separate guest houses
-Large heated pool with separate baby pool
-GYM
-Sauna
-Mature garden
-24/7 CCTV
-Walk through detector and 24/7 security
-Perimeter wall with electric Fence
-Ample water supply with electric fencing
-Accessible to internet connection
- Water reservoir underground tanks in place
In the neighborhood :-
Valley Arcade
Lavington Green Mall
Yaya Center
Junction Mall
Braeburn School
Strathmore School
Nairobi Jaffery academy
Nairobi International school
Nairobi Jaffery sports club
Agha Khan medical centre -Valley Arcade
Getrudes children hospital","Lavington, Dagoretti North",7,320000000
471,"7 BEDROOM AMBASADORIAL HOUSE + Guest Wing (All Ensuite, Splash and excellently landscaped Gardens, Internet, Executive High Quality Finish, very prime and sitting on half Acre piece of land.
Price - 150M","Runda, Kiambu",7,150000000
17,"This is a beautiful modern House on half of an acre beautifully landscaped mature garden.
6 All ensuites bedrooms,
Big lounge and a separate dining,
Modern kitchen with granite countertops,
Pantry and a Laundry,
DSQ for two and lockable garage for two,
Perimeter wall.
UN security compliant.","Runda, Kiambu",6,160000000
29,"1/4 acre of freehold land with 2units 3br very spacious town houses , only a few minutes drive away from the cbd and near mega malls;like the junction and yaya centre in a highly secure environment. Quoted price is negotiable and offers are invited.","Kilimani, Dagoretti North",6,85000000
36,"A stand-alone house within a small neighbourhood, containing 6 bedrooms within the house and an additional separate en-suite guest room, with a total of 7 bedrooms. Each large room is self-contained with a bathroom with its large windows creating brightness all round the house. The top floor has its individual entertainment living room with a bar of its own not leaving out the creative wine cellar. This home is the perfect home for a family who enjoys their space with a cosy feeling.","Karen, Langata",6,79000000
42,"This gorgeous home has lush gardens, ample parking space and is in the heart of Karen. It is next to all the amenities.
It is next to all the amenities. Call me today to make this family home yours!","Karen, Langata",6,85000000
78,"Location: Eldoret- Langas
- 6 Bedroom + DSQ
- 6 Bedroom (all Ensuite) + Visitors Toilet + DSQ
COMMON AMENITIES
Security
Green Spaces
A planned mini Township
Lifestyle living
Dream homes at value for money
Ample Parking
A Club House within your society with all amenities
Solar street lights
Full perimeter security system with electrical fence
TOWN HOUSE FEATURES
6 Bedrooms, all en-suite
Master bedroom with walking wardrobe
Large living room finish with vitrified tiles
UPVC white window with Tinted glass
Superior quality paints on internal walls
Standard electrical switches
Instant water heater
Flush door with Veneer Finish
Smart steel door at main entrance
High quality tiles, sanitary ware & sanitary fittings
Anti termite treatment for foundation
Internal wall finished with gypsum plaster
Tile dado above the platform
Tiles finished internal staircase
Interlock concrete paving block for parking area",Eldoret South,6,13500000
102,"A modern spacious house on 0.625 acre of garden.
Living room (fireplace), dining room, family room, study, 6 ensuite bedrooms, cloakroom, kitchen and pantry.
Solar heating, 2 staff rooms, double garage, boundary wall, cabro paved.","Karen, Langata",6,95000000
113,"Well furnished
Ample parking with a nice immaculate garden","Karen, Langata",6,230000
148,"6 BD TOWNHOUSES
20 Maisonettes
Eldoret
8 KM From Eldoret Town
7 KM From Eldoret International Airport
7 Km From MOI University main Campus
Family room finish with Bamboo Flooring
Large living room finish with vitrified tiles
Kitchen platform in granite with SS sink and cabinet facilities
Complete RCC Structure
Adequate electrical points -PVC Conceled copper Wiring
Aluminium or UPVC white window with tinted glass
Superior quality paints on internal walls
TNC switches or equivalent fittings
Provision of instant water heater
Flush door with Veneer Finish
Smart steel door at main entrance inetry with laminated interiors
High quality tiles, sanitary ware and fittings
Spacious bedroom finish with bamboo flooring
Full perimeter security system with electric fence
DSTV, telephone, intercom, access points, 2 way switches
Anti termite treatment for foundation
Internal wall finished with gypsum plaster
Anti skid ceramic tiles for balcony area
Tile dado above the platform
Granite finished staircase
Interlock concrete paving block for parking area
MDF Cabinetry with laminated interiors.",Eldoret South,6,16000000
158,"A handsomely kept property on 0.5 acres in a peaceful and secure gated community.
This ambassadorial residence comprises of 6 bedrooms with the lounge with high ceilings, separate dining area, closed kitchen with pantry leading to a utility area, common cloakroom, large family patio and veranda with views and accessibility to the garden. An extra room for storage completes the ground floor.
The upper floor replicates the ground floor, including an extra balcony with incomparable views of the glorious gardens below.
Excellently finished with wooden parquet flooring, ceramic tiles, and concrete pitched roofing.Other features and facilities include extra storage water tanks, indoor covered parking, functional fireplace and ample storage space.","Nyari, Westlands",6,85000000
249,"A magnificent 6 bedroom Villas (All Ensuite) with a servant quarter located off Thika road along the Eastern Bypass in a gated community sitting on 1/8th acre piece of land.
Ample parking,
Spacious rooms with a fantastic layout Electric fence,
Exemplary interior finish,
Secure,
Quiet and exclusive neighborhood.
An ideal family home.
Selling price Kshs 23M.",Ruiru,6,23000000
251,6 bedroom Villas (Master ensuite) with a servant quarter located along the Thika Super Highway.The house sits on an expansive 1/4 an acre piece of land in a controlled neighborhood.,Ruiru,6,28000000
273,"This property consists of 2 houses sitting on an acre, each with its own garden, parking and driveway. It accommodates 2 families with privacy within each property with its and landscaping tall mature trees. It is located in the central suburbs of Karen convenient to the major shopping areas and international schools.","Karen, Langata",6,150000000
275,The houses are located in Karen. All the rooms are spacious. All the bedrooms are ensuite. It is in a gated community of six units each sitting on half acre of land. The show house is ready for viewing. book your unit now.,"Karen, Langata",6,85000000
380,"This is a luxurious and spacious home in an affluent gated complex with high-security features.
Each home has its own swimming pool,3 reception areas,2 spacious modern kitchens etc.
There is borehole water and solar.Call me today to make this your family home!","Karen, Langata",6,180000000
383,"Elegant house located in the heart of Karen, Karen Plains in a prime
area just closeby the former VPs residence and Karen Crossroads among
other shopping malls.
It is accessible from the Southern Bypass and some amenities like
schools (St. Christopher’s and St. Hannah’s Boys) among others, Karen
Shopping Centre,
The house is located very close to the Administrative Police Post hence good security within the area.
Features:
2 level house with 1 bedroom as the guest room on 1st level and 5 bedrooms all ensuite on the 2nd
Spacious kitchen with pantry
Dining room and beautiful sitting room
Has a water storage approximately 10,000 litres and well
Enclosed parking for 2 and more open parking
Well maintained mature garden
Swimming pool
Lit garden paths
3 bedroom guest house all en suite that can be rented for Kshs. 60,000 to 80,000 per month.
This house is also available for rental;Asking Price @280 k","Karen Plains, Nairobi, Nairobi County, Karen, Langata",6,65000000
430,"A 6-bedroom double storey 2 ensuite with a mature garden comprising of a:  
Ground floor
Covered veranda
Entrance porch
Lounge
Separate dining area with wash hand basin and fitted cabinets.
Kitchen
Door leading to open verandah
Door leading to garage for one car
Single Bedroom
Double Bedroom
Bathroom with wash hand basin
Door leading to another garage
Stairs to the First Floor
Study room with balcony which is shared with the master bedroom
Single bedroom wardrobes
Bathroom with w.c. wash hand basin and overhead shower
Door leading to balcony
TV/Study room
Bedroom
Master bedroom with secured balcony ensuite
Ensuite bedroom
Guest houses (2)
One room
Kitchenette
Bathroom
Door to balcony
Outbuildings
2 External pit latrines
1 Bathroom","Syokimau, Athi River",6,25000000
447,"-Spacious master bedroom with built in wardrobe.
-4 rooms are spacious and en suite
-Spacious lounge with fire place
-Dining area
-Guest bedroom and cloak room
-Ceramic tiled floors
-Spacious kitchen with built-in cabinets and granite tops
-Pantry
-Laundry area opening to well-manicured garden
-Huge storage tanks
-Ample parking with cabro
-Perimeter fence
-Self contained Gate house
-Easily accessible from Magadi rd","Ongata Rongai, Kajiado North",6,20000000
452,"6 bedroom house in a quarter acre plot comprising of 3 bedroom ensuite, master bedroom with walk in closet ans study room, family room, gym room,SQ, elegant fitted wardrobes, customised kitchen,manicured lawns , secured with electric fence ,razor wire and CCTV cameras , 10,000l external water storage tank, two 2000l internal storage ,cabro driveway and walkway, 2 car parking garage with adequate, Access to katani tarmac road, located inside vicoria court with friendly neighbours.","Syokimau, Athi River",6,26000000
465,"An ambassadorial 6 bedroom double- storey house.
All en-suite with balconies, bathing tabs, master spacious with walk in wardrobes.
Jacuzzi, spacious lounge & dining, spacious kitchen with pantry.
Laundry areas,
SQ for 4
Big swimming pool
Sauna/gym
Barbeque
Steam Bath rooms
Standby back up generator
In secure location
Well manicured garden & 1 acre land
Price: 350 million or the nearest offer","Runda Drive, Runda, Kiambu",6,350000000
475,"A Beautiful Swedish design double storey on 0.5 Acre plot situated within Riat Hills, near Victoria Gardens offering;LoungeKitchenSix bedroomedFour BathroomsLaundry area
Amenities Swimming poolDouble lockable garageOpen to sky terracesElectric fenceCCTVManicured gardens
 Asking: Ksh 40 Million","Riat Hills, Kisumu Central",6,40000000
497,"Very beautiful 5 BR three storey Town House plus SQs in Kilimani , Nairobi. All rooms are quite spacious including the SQs. Is in a Gated Community of 12 houses . Is located in a strategic and secure area. Basic social amenities are available.","Kilimani, Dagoretti North",6,40000000
526,"This lovely and warm home is located in the prestigious neighbourhood of Muthaiga North and sits on half an acre. It is 6 bedrooms, with 4 bathrooms, master ensuite. The patio opens out from the living room and is perfect for entertaining. The dining room opens up from the living room. The ground floor is also home to a study, the guest bedroom, and a large lovely kitchen with an adjacent laundry room. The 1st floor houses the 3 bedrooms, including the master that has a balcony that overlooks the well-manicured lawn. The property also has 2 staff quarters.","North Muthaiga, Muthaiga",6,70000000
0,"A 5 bedroom, all en-suite country home located in one of the charming and convenient leafy suburbs in Nairobi and within Muhugu Park and Gardens, a place to call home with peace and quiet, tucked away in the lush neighborhood full of trees and the flowing rivers.
Muhugu Gardens comprises of ten, 5 bedroom beautiful homes and a club house on 5 acres while Muhugu Park shall enjoy twenty, 5 bedroom country homes and a club house on 10 acres. Some of the shared facilities include a gate house, ICT provision, a club house that boasts of an entrance lobby with reception, a lounge and veranda with a juice bar and a fireplace.
The homes will boast of a large kitchen with cooking island and pantry, a kitchen yard, a laundry area, a separate cloakroom, a veranda with a BBQ stand, a spacious family room and high quality internal and external finishes.
Contact/message for viewing plus more information on.this home.Thank you.","Karen, Langata",5,70000000
4,"This is a large house set on 5 acres of land, in manzoni, athi river.
It is about 45 minutes form the airport and would suit a farming family or a retirement couple that loves nature and their privacy.
All amenities are on site and a service charge takes care of security and gardening on the compound.
All vegetables, dairy and eggs are available from neighbours that are also farming.
The estate features free roaming wildlife such as zebras, elands, gazelles and other animals that cross over from the nairobi national park.
The property boasts a porch with views of the lands and an infinity swimming pool with 2 guest wings and a separate office rondavel.","lukenya, Athi River",5,53500000
14,"Lavington Lavish 5 bedroom all Ensuite Villa, 4 levels with a cascading staircase. 2 dsqs. Parking for 3 cars and a garden.
Level 1. Entrance porch, spacious lounge and dining area, elegant spacious kitchen with a kitchen island and pantry, 2 DSQS.
level 2. Family area, office, spacious 2 bedrooms.
Level 3. Master bedroom with walking closet, 2 other bedrooms all Ensuite.
Level 4. Barbecue area, family open space.","Lavington, Dagoretti North",5,70000000
22,"5 BR House, on a quarter of an acre plot.
Located at Ongata Rongai, 200 m from the Rimpa-Kandisi tarmac road.
Price @ Kshs 23 M
All rooms are quite spacious.
All bedrooms are en suite.
Has walk in closet.
A perimeter wall has been constructed all round.
Water supply is reliable.
Good schools are in the neighborhood.","Ongata Rongai, Kajiado North",5,23000000
31,"A just completed, modern finish beautiful house surrounded by tall trees and forest land. This house is located in the suburb part of Karen with a 2 minute drive from a smart new shopping centre with cafe.","Karen, Langata",5,115000000
32,"5 bedroom Townhouse (Three rooms ensuite) located at Kerarapon sitting on 1/4 acre piece of land.With exemplary exterior finishes, in built wardrobes,mature garden in a secure neighborhood.Big space for further development.Selling price Kshs 35M","Karen, Langata",5,35000000
33,"This home is spacious with 5 bedrooms,3 en-suite and an office/study.It has wooden floors and two balconies and a veranda and sits on half an acre, own compound. This home is secure and is located near all amenities-shopping malls, international schools and the Karen Hospital. Call me today if you would like to own this home that is ideal for a family!","Karen Plains, Karen, Langata",5,60000000
34,"This grand, stand-alone, 6-bedroom house sits on an acre plot located in central Karen with access off Langata Road. With plenty of space, the living room splits into 2 with a double-side fireplace and another family room upstairs next to the children's bedrooms. The master bedroom has a side of its own with a walk in closet room. The garden space goes all round the house with an outdoor entertainment Gazebo. This is perfect for a big family who enjoys large spaces with a cosy home.","Karen, Langata",5,120000000
35,"This Luxurious Home is in a gated complex of 5 homes.It has 5 bedrooms all en suite, living room, dining room, kitchen, family room, laundry room and a Dsq. It also has a garage for 2 cars. This home is for you if you love entertaining and want to enjoy the indoor and outdoor living.Each home has its own swimming pool, a rooftop patio. Each home sits on half an acre of lush gardens.The show house is nearly read.Call me today to book a viewing!","Karen, Langata",5,70000000
45,"Five bedroom all en-suite.
State of the art software controlled with kitchen fittings from Germany Poland and UK.
Paradise on earth...gated and a walking distance from Karen dukas.","Karen, Langata",5,120000000
48,"Property description
•	11000 sqf
•	5 bedrooms all ensuite
•	Indoor pool
•	Ample parking space
•	Sitting on 0.5 acres","Nyari, Westlands",5,210000000
49,"5 BEDROOM BUNGALOW AT THE EXPANSE KISERIAN TOWN ONLY 5KM FROM KISERIAN ALONG ISINYA ROAD.,
Bedrooms: 5
Bathrooms: 3
Property size: 1&1/4 acres
Features
3 Bedroom Standa alone bungalow and a 2 bedroom Guest set
construction underway
Garage
High Lifted Water tanks acting as reservoirs
Kaiyapo fence all around the Land .
Laundry Room Fitted
Only 15 minutes drive off Isinya Road and You will be at your serenity of Choice.
Ready title for disposal.
Solar water heating equipment fitted
The House Sits on a 1 &1/4 acres land
Asking 20 M","Kiserian, Kajiado North",5,20000000
50,"a 5 bedroom magnificent townhouse (All Ensuite) located at the heart of Runda with a Servant Quarter of 2 Rooms in a gated community.With spacious rooms , balcony ,good neighborhood, serene and quite environment sitting on 1/2 acre piece of land.","Runda, Kiambu",5,68000000
52,"Located along Kanyagia Rd off Marurui rd in the quiet neighbourhood of Garden estate is this lovely 5 bedroom house providing the suburban feeling to its occupants.Its close to Mountain Shopping mall, private and public schools and a kilometre and half to Thika rd..
Sits on a 1/2 acre with ready title.
Description:
Located in the Prime neighborhood of Garden Court. Near Proximity to Braeburn School, Windsor Golf and Country Club. Malls nearby are Ridgeways Mall, Ciata Mall, Mountain Mall and Garden City Mall.
Location in a very serene and quiet environment with controlled single unit developments
House has Cabro paved driveway and parking
Stone perimeter wall with an electric fence
Self contained Guard house by the entrance
Very spacious all en suite rooms with Jacuzzi which have wall to wall carpet
Hard wood staircase
Office / study room can be turned to a family room or extra bedroom.
Laundry and Pantry area
Ideal kitchen with well done fittings
Security doors on all entry doors
Balconies
Wooden ceilings
The wall are made of kware stones
Ample Parking for many cars
Quarter acre garden for kitchen farming.
Bore hole and fresh water supply
Lush green lawn
Well for extra water storage and a septic tank
Pets allowed
Secure area
Well done Tarmac Road accessing the house.
Single entry and exit from the estate","Garden Estate, Kiambu",5,63500000
60,"This newly built townhouses with excellent finishing for sale in Lavington off Gitanga Road, All bedrooms are ensuite modern kitchen with fitted top-notch appliances opening to backyard garden, spacious lounge and separate family T.V. room, spacious top floor attic that can either be used for an office or GYM, semi-detached servant quarter.
The complex is strategically located in close proximity to International schools and other amenities, 24 hours security, ample parking for 3 cars.
Show house is ready for viewing Asking price is kshs 58M.","Lavington, Dagoretti North",5,58500000
61,"A 5 Bedroom ambassadorial house, sitting on approximately 1 acre of flat terrain.
The house is within a secure gated community in the lavish Karen suburb and is in close proximity to Karen Hospital.
It is approximately 7000 sqft and boasts a lounge with a fire place, a separate dining room, TV room and study room.
Spacious all en-suite bedrooms with an extra fireplace in the master bedroom.
Modern fully fitted kitchen with breakfast area and a large pantry.
DSQ for 2, ample parking and an expansive landscaped garden.
Central shared clubhouse with swimming pool, Jacuzzi, sauna and gym.
Borehole, backup generator and 24 hr security.","Karen, Langata",5,90000000
64,"In a quite and gated community of 18 these three level townhouses have 5 bedrooms (all ensuite), DSQ for one, secure access to its own private garden and high end finishes. It has spacious kitchen and pantry. The bathrooms have high quality sanitary ware with solar heating. The master bedroom has a study and spacious balcony. Has communal swimming pool both for adults and children.
Features:
Garden
Swimming Pool
Large Kitchen
Quiet
Solar Heating
Entertainment Area
Utility Area
Spacious","Westlands Area, Westlands",5,65000000
66,"Located at the Far end corner in a community of 8 villas.
3 levels: 5 bedrooms + family room + study + DSQ + Laundry. Fitted kitchen (cooker + microwave), solar waterheating system and inverter to counter power blackouts. Electric fence and alarm system with KK guards and back up. Intercom connection for communication with gate. Huge underground water storage tank which fills up daily.","Lavington, Dagoretti North",5,68000000
67,"This is a beautiful split-level villa in a gated community of 6, close to the Egyptian and Shelter Afrique embassies and a few doors down from the Gertrude’s Children’s Hospital Clinic.
The closest shopping center is Valley Arcade which is a 5-minute drive away.","Lavington, Dagoretti North",5,70000000
68,"5 bedroom Villa on a three levels in a compound of 4 units
Accommodation
Lower level
2 guest bedroom with in-built wardrobes and are sharing bathroom
Ground floor
Entrance hall
Bright spacious sunken lounge with fireplace
Separate dining area
Modern fitted kitchen with a pantry
Laundry area
Visitors cloakroom
Level 1
Large master bedroom with walk-in closet and en-suite bathroom
Second and third bedroom with in-built wardrobes and en-suite bathroom
Family/TV room with a balcony overlooking the parking
Others include
Staff accommodation for 1 with facilities
Lockable garage for 2
Backup power
Garden
Parking
LOCATION INFORMATION
The property is located in a good neighborhood of Lavington
POPULATION DENSITY:Low
SECURITY
The property has a perimeter wall with electric fence and is guarded 24 hours
EDUCATIONAL INSTITUTIONS
Schools around the area include,Kianda School,Strathmore School,Nairobi International School and St Austin'S Academy
SHOPPING CENTRES & AMENITIES
The property is close to ABC Place and Lavington Mall","Kabarsiran Avenue, Lavington, Dagoretti North",5,75000000
69,"Very beautiful 4 BR house plus SQs in South B - Eagle area and near Winners Chapel church.All rooms are quite spacious including the sitting area, kitchen and even the SQs. All BRs are en suite . The compound is also quite big. Very secure location with security at the gate 24/7. The access road is tarmacked all the way to the house.","South B, Langata",5,32000000
73,"This is well presented four bedroom stand alone in the outskirts of Marurui /Thome area. The property benefits from a pristine environment with close proximity to access roads like Northern Bypass and Kiambu Road, social amenities i.e schools ,banks ,shopping centers at Marurui and along Kiambu road makes it easy for your shopping plan.
The property also enjoys perfect security as Marurui police station is at a stone throw away distance .
No water problems as there is a 10,000 L water tank to supply water at the premises. Among the 4 bedrooms Three of them are en suite ,there is a study room,dressing room in the master bedroom and a room to do the clothes ironing work.
Find your next home with us today. Call us for viewing arrangements and booking.","Garden Estate, Kiambu",5,18000000
